CustomerID,Churn_Probability
CUST-9900,0.41
CUST-4077,0.01
CUST-6835,0.23
CUST-6537,0.64
CUST-2456,0.05
CUST-2751,0.08
CUST-2214,0.08
CUST-10933,0.46
CUST-9703,0.61
CUST-1421,0.06
CUST-2436,0.09
CUST-4277,0.93
CUST-9609,0.49
CUST-1278,0.71
CUST-6220,0.0
CUST-4907,0.31
CUST-5064,0.68
CUST-1978,0.24
CUST-10964,0.6
CUST-5014,0.05
CUST-4535,0.05
CUST-6993,0.06
CUST-9253,0.18
CUST-1502,0.47
CUST-8568,0.56
CUST-9314,0.68
CUST-8836,0.07
CUST-8920,0.27
CUST-4918,0.5
CUST-10616,0.64
CUST-5076,0.22
CUST-8064,0.31
CUST-7568,0.12
CUST-10092,0.65
CUST-1087,0.48
CUST-8556,0.05
CUST-3785,0.44
CUST-9630,0.14
CUST-7173,0.09
CUST-4043,0.2
CUST-2648,0.45
CUST-6000,0.78
CUST-7927,0.38
CUST-2826,0.14
CUST-4094,0.73
CUST-7774,0.5
CUST-9258,0.02
CUST-8113,0.13
CUST-4772,0.59
CUST-1947,0.3
CUST-6109,0.13
CUST-2299,0.17
CUST-7844,0.9
CUST-4382,0.69
CUST-5425,0.48
CUST-6771,0.8
CUST-8578,0.58
CUST-4291,0.33
CUST-1048,0.62
CUST-1233,0.21
CUST-10708,0.5
CUST-5859,0.1
CUST-3059,0.13
CUST-8587,0.1
CUST-1860,0.03
CUST-8438,0.46
CUST-7403,0.86
CUST-4639,0.21
CUST-4250,0.68
CUST-1992,0.66
CUST-7379,0.41
CUST-7305,0.09
CUST-5303,0.16
CUST-8192,0.7
CUST-7447,0.04
CUST-2471,0.03
CUST-7197,0.23
CUST-5312,0.39
CUST-9035,0.07
CUST-1396,0.11
CUST-4002,0.36
CUST-5371,0.37
CUST-3235,0.13
CUST-10947,0.27
CUST-3298,0.36
CUST-7256,0.1
CUST-10233,0.26
CUST-7286,0.54
CUST-8616,0.04
CUST-7816,0.12
CUST-5843,0.72
CUST-2089,0.2
CUST-7702,0.58
CUST-10457,0.6
CUST-5265,0.36
CUST-8814,0.27
CUST-1345,0.14
CUST-8455,0.46
CUST-5046,0.68
CUST-2248,0.44
CUST-4981,0.71
CUST-10338,0.14
CUST-8454,0.1
CUST-3370,0.48
CUST-2006,0.14
CUST-3656,0.1
CUST-8327,0.49
CUST-7521,0.29
CUST-4001,0.18
CUST-6072,0.18
CUST-8736,0.94
CUST-10906,0.33
CUST-8179,0.47
CUST-3290,0.29
CUST-1176,0.4
CUST-10500,0.39
CUST-10676,0.35
CUST-7223,0.31
CUST-4554,0.41
CUST-2859,0.09
CUST-8820,0.2
CUST-3459,0.42
CUST-2724,0.49
CUST-6847,0.03
CUST-7615,0.74
CUST-7547,0.49
CUST-9174,0.3
CUST-6393,0.89
CUST-5358,0.45
CUST-9488,0.25
CUST-2968,0.13
CUST-1063,0.24
CUST-2533,0.25
CUST-6399,0.12
CUST-10892,0.07
CUST-5364,0.59
CUST-10071,0.45
CUST-4053,0.12
CUST-6258,0.13
CUST-9576,0.22
CUST-9025,0.3
CUST-3107,0.65
CUST-3601,0.28
CUST-6073,0.43
CUST-8126,0.04
CUST-2142,0.39
CUST-6310,0.23
CUST-2268,0.48
CUST-10404,0.08
CUST-4883,0.74
CUST-4466,0.1
CUST-9026,0.59
CUST-6632,0.08
CUST-3316,0.17
CUST-1701,0.06
CUST-2526,0.58
CUST-10061,0.31
CUST-1168,0.52
CUST-10043,0.01
CUST-10957,0.05
CUST-4029,0.62
CUST-1080,0.06
CUST-2651,0.23
CUST-7759,0.45
CUST-2439,0.19
CUST-4924,0.76
CUST-1467,0.38
CUST-7292,0.25
CUST-5035,0.12
CUST-2441,0.49
CUST-6554,0.26
CUST-10209,0.1
CUST-1320,0.2
CUST-10037,0.56
CUST-10706,0.56
CUST-8950,0.14
CUST-8404,0.93
CUST-1729,0.82
CUST-3910,0.23
CUST-10526,0.76
CUST-9941,0.96
CUST-5839,0.42
CUST-8271,0.32
CUST-7275,0.41
CUST-1491,0.66
CUST-9109,0.5
CUST-5610,0.16
CUST-10055,0.59
CUST-5471,0.23
CUST-3905,0.59
CUST-6531,0.14
CUST-10365,0.12
CUST-10301,0.65
CUST-2084,0.18
CUST-9557,0.18
CUST-10149,0.1
CUST-4379,0.66
CUST-2715,0.04
CUST-8923,0.3
CUST-7346,0.64
CUST-5453,0.05
CUST-7046,0.08
CUST-1334,0.53
CUST-8698,0.41
CUST-1659,0.19
CUST-3578,0.35
CUST-10684,0.2
CUST-6584,0.64
CUST-10641,0.58
CUST-3014,0.39
CUST-8558,0.39
CUST-9875,0.94
CUST-9582,0.15
CUST-8928,0.5
CUST-9556,0.02
CUST-8983,0.0
CUST-1834,0.16
CUST-2996,0.81
CUST-5427,0.46
CUST-3879,0.54
CUST-7156,0.3
CUST-5081,0.61
CUST-9114,0.33
CUST-7244,0.43
CUST-5400,0.82
CUST-5395,0.11
CUST-9427,0.48
CUST-2246,0.52
CUST-10759,0.4
CUST-8394,0.17
CUST-9042,0.18
CUST-10392,0.73
CUST-3378,0.61
CUST-6817,0.61
CUST-8131,0.34
CUST-9621,0.25
CUST-6066,0.04
CUST-1193,0.68
CUST-6934,0.05
CUST-5461,0.29
CUST-3071,0.19
CUST-3044,0.37
CUST-3263,0.21
CUST-2729,0.42
CUST-3433,0.39
CUST-10393,0.41
CUST-3272,0.55
CUST-7001,0.55
CUST-9726,0.09
CUST-10094,0.53
CUST-3315,0.97
CUST-1656,0.15
CUST-1533,0.16
CUST-4680,0.08
CUST-8813,0.25
CUST-9002,0.08
CUST-6622,0.48
CUST-1443,0.03
CUST-10194,0.38
CUST-5356,0.68
CUST-9218,0.12
CUST-6322,0.9
CUST-4989,0.21
CUST-1419,0.43
CUST-9516,0.17
CUST-8606,0.14
CUST-10164,0.36
CUST-4352,0.54
CUST-8700,0.68
CUST-2446,0.42
CUST-5321,0.6
CUST-8045,0.48
CUST-5684,0.67
CUST-3532,0.3
CUST-8244,0.5
CUST-7976,0.38
CUST-3698,0.48
CUST-10063,0.85
CUST-10494,0.32
CUST-1204,0.29
CUST-3078,0.48
CUST-9106,0.47
CUST-9120,0.04
CUST-9680,0.26
CUST-6180,0.08
CUST-8329,0.5
CUST-4284,0.03
CUST-4007,0.19
CUST-8713,0.37
CUST-10797,0.03
CUST-8060,0.46
CUST-10178,0.85
CUST-9746,0.12
CUST-4010,0.25
CUST-9962,0.52
CUST-2571,0.55
CUST-3753,0.55
CUST-9247,0.01
CUST-8628,0.29
CUST-9368,0.42
CUST-6159,0.65
CUST-4791,0.5
CUST-5337,0.12
CUST-3024,0.45
CUST-2718,0.13
CUST-8655,0.19
CUST-6916,0.04
CUST-3984,0.14
CUST-7308,0.26
CUST-5953,0.17
CUST-3844,0.37
CUST-2682,0.3
CUST-4024,0.3
CUST-8715,0.48
CUST-3139,0.16
CUST-4237,0.09
CUST-10198,0.81
CUST-6618,0.41
CUST-9606,0.11
CUST-5268,0.61
CUST-2543,0.16
CUST-2870,0.63
CUST-1244,0.19
CUST-10381,0.49
CUST-6227,0.67
CUST-2058,0.74
CUST-8493,0.06
CUST-6434,0.21
CUST-3422,0.57
CUST-4510,0.36
CUST-1166,0.76
CUST-10230,0.66
CUST-10377,0.14
CUST-9175,0.68
CUST-3469,0.17
CUST-3050,0.13
CUST-1069,0.61
CUST-1385,0.78
CUST-10594,0.55
CUST-1201,0.76
CUST-2413,0.46
CUST-5579,0.7
CUST-5993,0.42
CUST-5294,0.81
CUST-3055,0.34
CUST-2830,0.04
CUST-2970,0.3
CUST-10298,0.09
CUST-4270,0.81
CUST-5994,0.23
CUST-4392,0.13
CUST-2063,0.03
CUST-8301,0.76
CUST-9013,0.18
CUST-9329,0.19
CUST-5169,0.27
CUST-4429,0.51
CUST-1281,0.26
CUST-3381,0.57
CUST-2636,0.12
CUST-3328,0.12
CUST-6436,0.52
CUST-5018,0.36
CUST-7324,0.61
CUST-3795,0.16
CUST-2663,0.84
CUST-8282,0.79
CUST-1282,0.23
CUST-4148,0.27
CUST-1362,0.81
CUST-1437,0.09
CUST-9628,0.62
CUST-3441,0.05
CUST-10050,0.41
CUST-4597,0.06
CUST-8479,0.01
CUST-5365,0.4
CUST-1844,0.23
CUST-5515,0.29
CUST-8573,0.14
CUST-6263,0.12
CUST-2880,0.53
CUST-1743,0.58
CUST-8398,0.51
CUST-4169,0.24
CUST-5197,0.37
CUST-8993,0.05
CUST-10672,0.29
CUST-9066,0.42
CUST-1624,0.05
CUST-10476,0.55
CUST-7999,0.44
CUST-4419,0.58
CUST-5426,0.9
CUST-6689,0.16
CUST-7382,0.21
CUST-10395,0.14
CUST-2960,0.5
CUST-1028,0.92
CUST-1565,0.21
CUST-2631,0.03
CUST-5597,0.68
CUST-9477,0.65
CUST-10364,0.44
CUST-3826,0.07
CUST-10800,0.29
CUST-3997,0.33
CUST-7118,0.7
CUST-3265,0.08
CUST-8406,0.24
CUST-5009,0.38
CUST-5736,0.1
CUST-5554,0.16
CUST-10261,0.22
CUST-5564,0.06
CUST-8324,0.13
CUST-2623,0.17
CUST-8859,0.2
CUST-10432,0.01
CUST-8591,0.05
CUST-9713,0.82
CUST-6522,0.62
CUST-3111,0.08
CUST-9470,0.08
CUST-1067,0.89
CUST-3133,0.48
CUST-8047,0.6
CUST-6551,0.24
CUST-5407,0.11
CUST-5563,0.57
CUST-5328,0.19
CUST-6718,0.17
CUST-5118,0.42
CUST-4619,0.07
CUST-3689,0.28
CUST-7716,0.43
CUST-1839,0.42
CUST-1995,0.25
CUST-2399,0.12
CUST-6510,0.22
CUST-9356,0.68
CUST-4119,0.3
CUST-5894,0.14
CUST-10727,0.46
CUST-8423,0.35
CUST-7680,0.08
CUST-1405,0.02
CUST-5431,0.05
CUST-10062,0.57
CUST-9543,0.59
CUST-2759,0.2
CUST-8294,0.36
CUST-1586,0.4
CUST-6666,0.84
CUST-8014,0.97
CUST-10976,0.27
CUST-3063,0.14
CUST-6487,0.65
CUST-4705,0.67
